REGIAO|NOME_REGIAO|SIGLA_UF|NOME_UF|COD_IBGE|NOME_MUNICIPIO|LAT|LNG|POP_IBGE_2013|CAPITAL|POP_IBGE_2022|Cod_Mesorregiao|Nome_Mesorregiao|Cod_Microrregiao|Nome_Microrregiao
S|Sul|PR|Paraná|4121356|Rancho Alegre D'Oeste|-24.30901001|-52.95112584|2868|0|2615|02|Centro Ocidental Paranaense|004|Goioerê
S|Sul|PR|Paraná|4121406|Realeza|-25.76257995|-53.53257436|16932|0|18928|07|Sudoeste Paranaense|025|Capanema
S|Sul|PR|Paraná|4121505|Rebouças|-25.62639276|-50.68125443|14752|0|14524|09|Sudeste Paranaense|032|Irati
S|Sul|PR|Paraná|4121604|Renascença|-26.15622093|-52.97216201|6989|0|6839|07|Sudoeste Paranaense|026|Francisco Beltrão
S|Sul|PR|Paraná|4121703|Reserva|-24.651648|-50.85059581|26268|0|26786|05|Centro Oriental Paranaense|019|Telêmaco Borba
S|Sul|PR|Paraná|4121752|Reserva do Iguaçu|-25.83095804|-52.02876246|7697|0|7009|08|Centro-Sul Paranaense|029|Guarapuava
S|Sul|PR|Paraná|4121802|Ribeirão Claro|-23.19628546|-49.75635052|10956|0|12357|04|Norte Pioneiro Paranaense|016|Jacarezinho
S|Sul|PR|Paraná|4121901|Ribeirão do Pinhal|-23.4082575|-50.35806095|13740|0|13053|04|Norte Pioneiro Paranaense|015|Cornélio Procópio
S|Sul|PR|Paraná|4122008|Rio Azul|-25.71611318|-50.78717298|14809|0|14032|09|Sudeste Paranaense|032|Irati
S|Sul|PR|Paraná|4122107|Rio Bom|-23.76209828|-51.41536479|3385|0|3755|03|Norte Central Paranaense|012|Faxinal
S|Sul|PR|Paraná|4122156|Rio Bonito do Iguaçu|-25.48690881|-52.52688978|13524|0|13955|08|Centro-Sul Paranaense|029|Guarapuava
S|Sul|PR|Paraná|4122172|Rio Branco do Ivaí|-24.3202776|-51.31206559|4056|0|3866|03|Norte Central Paranaense|013|Ivaiporã
S|Sul|PR|Paraná|4122206|Rio Branco do Sul|-25.19016535|-49.31671388|31947|0|32566|10|Metropolitana de Curitiba|037|Curitiba
S|Sul|PR|Paraná|4122305|Rio Negro|-26.10040797|-49.79768538|32911|0|31406|10|Metropolitana de Curitiba|039|Rio Negro
S|Sul|PR|Paraná|4122404|Rolândia|-23.31359249|-51.36278036|61837|0|71344|03|Norte Central Paranaense|011|Londrina
S|Sul|PR|Paraná|4122503|Roncador|-24.59510719|-52.27605255|11365|0|11253|02|Centro Ocidental Paranaense|005|Campo Mourão
S|Sul|PR|Paraná|4122602|Rondon|-23.41265998|-52.76249231|9391|0|9093|01|Noroeste Paranaense|003|Cianorte
S|Sul|PR|Paraná|4122651|Rosário do Ivaí|-24.25355256|-51.24994483|5509|0|5697|03|Norte Central Paranaense|013|Ivaiporã
S|Sul|PR|Paraná|4122701|Sabáudia|-23.31839562|-51.55670202|6462|0|8819|03|Norte Central Paranaense|010|Apucarana
S|Sul|PR|Paraná|4122800|Salgado Filho|-26.17046052|-53.36211542|4287|0|4144|07|Sudoeste Paranaense|026|Francisco Beltrão
S|Sul|PR|Paraná|4122909|Salto do Itararé|-23.60575674|-49.63075009|5246|0|5195|04|Norte Pioneiro Paranaense|018|Wenceslau Braz
S|Sul|PR|Paraná|4123006|Salto do Lontra|-25.77676524|-53.3149351|14357|0|14006|07|Sudoeste Paranaense|026|Francisco Beltrão
S|Sul|PR|Paraná|4123105|Santa Amélia|-23.26815732|-50.42345877|3769|0|3396|04|Norte Pioneiro Paranaense|015|Cornélio Procópio
S|Sul|PR|Paraná|4123204|Santa Cecília do Pavão|-23.51289571|-50.78286514|3654|0|3361|04|Norte Pioneiro Paranaense|014|Assaí
S|Sul|PR|Paraná|4123303|Santa Cruz de Monte Castelo|-22.95858161|-53.29730642|8222|0|8630|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4123402|Santa Fé|-23.03611476|-51.80630205|11158|0|11397|03|Norte Central Paranaense|006|Astorga
S|Sul|PR|Paraná|4123501|Santa Helena|-24.85709583|-54.33645315|24895|0|24917|06|Oeste Paranaense|022|Toledo
S|Sul|PR|Paraná|4123600|Santa Inês|-22.63870653|-51.90276838|1804|0|1744|03|Norte Central Paranaense|006|Astorga
S|Sul|PR|Paraná|4123709|Santa Isabel do Ivaí|-23.00108881|-53.19594751|8935|0|8897|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4123808|Santa Izabel do Oeste|-25.81438122|-53.48361754|13908|0|12444|07|Sudoeste Paranaense|025|Capanema
S|Sul|PR|Paraná|4123824|Santa Lúcia|-25.41131992|-53.57114367|3997|0|3668|06|Oeste Paranaense|023|Cascavel
S|Sul|PR|Paraná|4123857|Santa Maria do Oeste|-24.934184|-51.8677098|11315|0|9811|08|Centro-Sul Paranaense|028|Pitanga
S|Sul|PR|Paraná|4123907|Santa Mariana|-23.14642744|-50.52107135|12562|0|11111|04|Norte Pioneiro Paranaense|015|Cornélio Procópio
S|Sul|PR|Paraná|4123956|Santa Mônica|-23.10542394|-53.11127287|3780|0|3357|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4124004|Santana do Itararé|-23.75313259|-49.63319663|5315|0|5514|04|Norte Pioneiro Paranaense|018|Wenceslau Braz
S|Sul|PR|Paraná|4124020|Santa Tereza do Oeste|-25.0587219|-53.62723573|10548|0|12928|06|Oeste Paranaense|023|Cascavel
S|Sul|PR|Paraná|4124053|Santa Terezinha de Itaipu|-25.44216051|-54.39951873|22127|0|23236|06|Oeste Paranaense|024|Foz do Iguaçu
S|Sul|PR|Paraná|4124103|Santo Antônio da Platina|-23.29704883|-50.0773459|44754|0|45261|04|Norte Pioneiro Paranaense|016|Jacarezinho
S|Sul|PR|Paraná|4124202|Santo Antônio do Caiuá|-22.73397477|-52.34465784|2774|0|2499|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4124301|Santo Antônio do Paraíso|-23.49471944|-50.64682816|2387|0|2122|04|Norte Pioneiro Paranaense|015|Cornélio Procópio
S|Sul|PR|Paraná|4124400|Santo Antônio do Sudoeste|-26.07497548|-53.72308343|19748|0|19677|07|Sudoeste Paranaense|026|Francisco Beltrão
S|Sul|PR|Paraná|4124509|Santo Inácio|-22.70006858|-51.7952999|5455|0|6184|03|Norte Central Paranaense|006|Astorga
S|Sul|PR|Paraná|4124608|São Carlos do Ivaí|-23.30884745|-52.47711459|6668|0|6588|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4124707|São Jerônimo da Serra|-23.7234034|-50.73848043|11588|0|10742|04|Norte Pioneiro Paranaense|014|Assaí
S|Sul|PR|Paraná|4124806|São João|-25.82466294|-52.72947322|10777|0|11683|07|Sudoeste Paranaense|027|Pato Branco
S|Sul|PR|Paraná|4124905|São João do Caiuá|-22.85440433|-52.33975104|6051|0|5585|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4125001|São João do Ivaí|-23.99308948|-51.82027921|11461|0|10665|03|Norte Central Paranaense|013|Ivaiporã
S|Sul|PR|Paraná|4125100|São João do Triunfo|-25.69187506|-50.30806406|14462|0|13725|09|Sudeste Paranaense|034|São Mateus do Sul
S|Sul|PR|Paraná|4125209|São Jorge d'Oeste|-25.7149481|-52.92010317|9313|0|9308|07|Sudoeste Paranaense|026|Francisco Beltrão
S|Sul|PR|Paraná|4125308|São Jorge do Ivaí|-23.43545786|-52.29434196|5671|0|5159|03|Norte Central Paranaense|008|Floraí
S|Sul|PR|Paraná|4125357|São Jorge do Patrocínio|-23.75824797|-53.88333056|6088|0|6520|01|Noroeste Paranaense|002|Umuarama
S|Sul|PR|Paraná|4125407|São José da Boa Vista|-23.91546598|-49.65115229|6596|0|5968|04|Norte Pioneiro Paranaense|018|Wenceslau Braz
S|Sul|PR|Paraná|4125456|São José das Palmeiras|-24.83408187|-54.05991828|3880|0|4063|06|Oeste Paranaense|022|Toledo
S|Sul|PR|Paraná|4125506|São José dos Pinhais|-25.537702|-49.20008247|287792|0|327746|10|Metropolitana de Curitiba|037|Curitiba
S|Sul|PR|Paraná|4125555|São Manoel do Paraná|-23.39613026|-52.64701956|2170|0|2132|01|Noroeste Paranaense|003|Cianorte
S|Sul|PR|Paraná|4125605|São Mateus do Sul|-25.86959951|-50.39062425|43750|0|44313|09|Sudeste Paranaense|034|São Mateus do Sul
S|Sul|PR|Paraná|4125704|São Miguel do Iguaçu|-25.34889427|-54.24212055|26920|0|29285|06|Oeste Paranaense|024|Foz do Iguaçu
S|Sul|PR|Paraná|4125753|São Pedro do Iguaçu|-24.93093092|-53.85986168|6495|0|6854|06|Oeste Paranaense|022|Toledo
S|Sul|PR|Paraná|4125803|São Pedro do Ivaí|-23.86781344|-51.85696276|10664|0|8691|03|Norte Central Paranaense|013|Ivaiporã
S|Sul|PR|Paraná|4125902|São Pedro do Paraná|-22.82512945|-53.22293714|2506|0|2654|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4126009|São Sebastião da Amoreira|-23.46064586|-50.76240098|8917|0|8070|04|Norte Pioneiro Paranaense|014|Assaí
S|Sul|PR|Paraná|4126108|São Tomé|-23.53551136|-52.59248367|5595|0|5385|01|Noroeste Paranaense|003|Cianorte
S|Sul|PR|Paraná|4126207|Sapopema|-23.90728746|-50.57964663|6912|0|6444|04|Norte Pioneiro Paranaense|017|Ibaiti
S|Sul|PR|Paraná|4126256|Sarandi|-23.44317201|-51.87368204|88365|0|126057|03|Norte Central Paranaense|009|Maringá
S|Sul|PR|Paraná|4126272|Saudade do Iguaçu|-25.69366116|-52.61433937|5293|0|6137|07|Sudoeste Paranaense|027|Pato Branco
S|Sul|PR|Paraná|4126306|Sengés|-24.11681022|-49.47301929|19154|0|17112|05|Centro Oriental Paranaense|020|Jaguariaíva
S|Sul|PR|Paraná|4126355|Serranópolis do Iguaçu|-25.37988418|-54.05837658|4667|0|5034|06|Oeste Paranaense|024|Foz do Iguaçu
S|Sul|PR|Paraná|4126405|Sertaneja|-23.03693703|-50.8171023|5820|0|5761|04|Norte Pioneiro Paranaense|015|Cornélio Procópio
S|Sul|PR|Paraná|4126504|Sertanópolis|-23.05848198|-51.04224353|16255|0|16694|03|Norte Central Paranaense|007|Porecatu
S|Sul|PR|Paraná|4126603|Siqueira Campos|-23.68770838|-49.83149697|19661|0|24083|04|Norte Pioneiro Paranaense|018|Wenceslau Braz
S|Sul|PR|Paraná|4126652|Sulina|-25.69963224|-52.71659652|3366|0|3440|07|Sudoeste Paranaense|027|Pato Branco
S|Sul|PR|Paraná|4126678|Tamarana|-23.71517719|-51.0985602|13298|0|12115|03|Norte Central Paranaense|011|Londrina
S|Sul|PR|Paraná|4126702|Tamboara|-23.20182065|-52.50062929|4915|0|4879|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4126801|Tapejara|-23.73247919|-52.86411318|15434|0|15659|01|Noroeste Paranaense|003|Cianorte
S|Sul|PR|Paraná|4126900|Tapira|-23.31710887|-53.07532531|5906|0|5743|01|Noroeste Paranaense|002|Umuarama
S|Sul|PR|Paraná|4127007|Teixeira Soares|-25.38004921|-50.46564698|11140|0|9565|09|Sudeste Paranaense|031|Prudentópolis
S|Sul|PR|Paraná|4127106|Telêmaco Borba|-24.32868597|-50.62312272|74270|0|73331|05|Centro Oriental Paranaense|019|Telêmaco Borba
S|Sul|PR|Paraná|4127205|Terra Boa|-23.76683327|-52.46214216|16562|0|18654|02|Centro Ocidental Paranaense|005|Campo Mourão
S|Sul|PR|Paraná|4127304|Terra Rica|-22.72436497|-52.62467057|16063|0|14862|01|Noroeste Paranaense|001|Paranavaí
S|Sul|PR|Paraná|4127403|Terra Roxa|-24.16748353|-54.09851364|17402|0|18448|06|Oeste Paranaense|022|Toledo
S|Sul|PR|Paraná|4127502|Tibagi|-24.51328807|-50.41147012|20184|0|18612|05|Centro Oriental Paranaense|019|Telêmaco Borba
S|Sul|PR|Paraná|4127601|Tijucas do Sul|-25.92018048|-49.18224394|15575|0|17717|10|Metropolitana de Curitiba|039|Rio Negro
S|Sul|PR|Paraná|4127700|Toledo|-24.732077|-53.74141149|128448|0|156123|06|Oeste Paranaense|022|Toledo
S|Sul|PR|Paraná|4127809|Tomazina|-23.77904486|-49.95515154|8776|0|9659|04|Norte Pioneiro Paranaense|018|Wenceslau Braz
S|Sul|PR|Paraná|4127858|Três Barras do Paraná|-25.41940832|-53.1874988|12196|0|11142|06|Oeste Paranaense|023|Cascavel
S|Sul|PR|Paraná|4127882|Tunas do Paraná|-24.97238119|-49.0860588|7127|0|8617|10|Metropolitana de Curitiba|037|Curitiba
S|Sul|PR|Paraná|4127908|Tuneiras do Oeste|-23.86403063|-52.87456785|8887|0|10332|01|Noroeste Paranaense|003|Cianorte
S|Sul|PR|Paraná|4127957|Tupãssi|-24.57981341|-53.51449531|8243|0|8088|06|Oeste Paranaense|022|Toledo
S|Sul|PR|Paraná|4127965|Turvo|-25.0401268|-51.53276433|13937|0|16147|08|Centro-Sul Paranaense|029|Guarapuava
S|Sul|PR|Paraná|4128005|Ubiratã|-24.54103488|-52.99450602|21971|0|24733|02|Centro Ocidental Paranaense|004|Goioerê
S|Sul|PR|Paraná|4128104|Umuarama|-23.76395|-53.3084598|106387|0|117148|01|Noroeste Paranaense|002|Umuarama
S|Sul|PR|Paraná|4128203|União da Vitória|-26.2284345|-51.09060952|55467|0|55238|09|Sudeste Paranaense|033|União da Vitória
S|Sul|PR|Paraná|4128302|Uniflor|-23.08604866|-52.16001082|2570|0|2136|03|Norte Central Paranaense|006|Astorga
S|Sul|PR|Paraná|4128401|Uraí|-23.2001591|-50.79736518|11729|0|10378|04|Norte Pioneiro Paranaense|014|Assaí
S|Sul|PR|Paraná|4128500|Wenceslau Braz|-23.87042285|-49.80298478|19838|0|18894|04|Norte Pioneiro Paranaense|018|Wenceslau Braz
S|Sul|PR|Paraná|4128534|Ventania|-24.24416586|-50.24761722|10763|0|9682|05|Centro Oriental Paranaense|019|Telêmaco Borba
S|Sul|PR|Paraná|4128559|Vera Cruz do Oeste|-25.06317019|-53.88003007|9081|0|9326|06|Oeste Paranaense|024|Foz do Iguaçu
S|Sul|PR|Paraná|4128609|Verê|-25.8806316|-52.90859308|7911|0|7929|07|Sudoeste Paranaense|026|Francisco Beltrão
S|Sul|PR|Paraná|4128625|Alto Paraíso|-23.50813074|-53.73289315|3159|0|3059|01|Noroeste Paranaense|002|Umuarama
S|Sul|PR|Paraná|4128633|Doutor Ulysses|-24.56783645|-49.4197718|5837|0|6216|10|Metropolitana de Curitiba|035|Cerro Azul
S|Sul|PR|Paraná|4128658|Virmond|-25.37876599|-52.2025433|4075|0|3813|08|Centro-Sul Paranaense|029|Guarapuava
S|Sul|PR|Paraná|4128708|Vitorino|-26.26434429|-52.77708145|6775|0|9942|07|Sudoeste Paranaense|027|Pato Branco
S|Sul|PR|Paraná|4128807|Xambrê|-23.7383944|-53.48694069|6077|0|5769|01|Noroeste Paranaense|002|Umuarama
S|Sul|SC|Santa Catarina|4200051|Abdon Batista|-27.60898712|-51.02527221|2656|0|2600|03|Serrana|009|Curitibanos
S|Sul|SC|Santa Catarina|4200101|Abelardo Luz|-26.56303102|-52.33648238|17584|0|17389|01|Oeste Catarinense|003|Xanxerê
S|Sul|SC|Santa Catarina|4200200|Agrolândia|-27.40051659|-49.82565339|9957|0|11010|04|Vale do Itajaí|014|Ituporanga
S|Sul|SC|Santa Catarina|4200309|Agronômica|-27.26971611|-49.71836889|5172|0|6055|04|Vale do Itajaí|011|Rio do Sul
S|Sul|SC|Santa Catarina|4200408|Água Doce|-27.00409166|-51.55909656|7110|0|6286|01|Oeste Catarinense|004|Joaçaba
S|Sul|SC|Santa Catarina|4200507|Águas de Chapecó|-27.07621291|-52.98725101|6313|0|5872|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4200556|Águas Frias|-26.88022754|-52.85941945|2430|0|2802|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4200606|Águas Mornas|-27.70659719|-48.8405384|5926|0|6765|05|Grande Florianópolis|017|Tabuleiro
S|Sul|SC|Santa Catarina|4200705|Alfredo Wagner|-27.70539633|-49.3438123|9737|0|10455|05|Grande Florianópolis|017|Tabuleiro
S|Sul|SC|Santa Catarina|4200754|Alto Bela Vista|-27.43113788|-51.91103685|2007|0|1859|01|Oeste Catarinense|005|Concórdia
S|Sul|SC|Santa Catarina|4200804|Anchieta|-26.53568086|-53.33327018|6145|0|5942|01|Oeste Catarinense|001|São Miguel do Oeste
S|Sul|SC|Santa Catarina|4200903|Angelina|-27.58225735|-48.98347606|5166|0|5497|05|Grande Florianópolis|015|Tijucas
S|Sul|SC|Santa Catarina|4201000|Anita Garibaldi|-27.68377729|-51.13119387|8230|0|8286|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4201109|Anitápolis|-27.9098869|-49.13159937|3259|0|3463|05|Grande Florianópolis|017|Tabuleiro
S|Sul|SC|Santa Catarina|4201208|Antônio Carlos|-27.51337105|-48.76496003|7906|0|11295|05|Grande Florianópolis|016|Florianópolis
S|Sul|SC|Santa Catarina|4201257|Apiúna|-27.0418126|-49.39163763|10099|0|11926|04|Vale do Itajaí|012|Blumenau
S|Sul|SC|Santa Catarina|4201273|Arabutã|-27.1574037|-52.14859926|4270|0|4378|01|Oeste Catarinense|005|Concórdia
S|Sul|SC|Santa Catarina|4201307|Araquari|-26.37595155|-48.69270741|29593|0|45462|02|Norte Catarinense|008|Joinville
S|Sul|SC|Santa Catarina|4201406|Araranguá|-28.93575201|-49.48096652|64405|0|72138|06|Sul Catarinense|020|Araranguá
S|Sul|SC|Santa Catarina|4201505|Armazém|-28.25870547|-49.01291108|8159|0|8825|06|Sul Catarinense|018|Tubarão
S|Sul|SC|Santa Catarina|4201604|Arroio Trinta|-26.93256486|-51.33412392|3562|0|3556|01|Oeste Catarinense|004|Joaçaba
S|Sul|SC|Santa Catarina|4201653|Arvoredo|-27.07353356|-52.45778884|2281|0|2539|01|Oeste Catarinense|005|Concórdia
S|Sul|SC|Santa Catarina|4201703|Ascurra|-26.95477584|-49.38636343|7683|0|8408|04|Vale do Itajaí|012|Blumenau
S|Sul|SC|Santa Catarina|4201802|Atalanta|-27.420536|-49.77945667|3310|0|3218|04|Vale do Itajaí|014|Ituporanga
S|Sul|SC|Santa Catarina|4201901|Aurora|-27.29902949|-49.64362791|5661|0|6810|04|Vale do Itajaí|011|Rio do Sul
S|Sul|SC|Santa Catarina|4201950|Balneário Arroio do Silva|-28.98040245|-49.4057028|10876|0|15693|06|Sul Catarinense|020|Araranguá
S|Sul|SC|Santa Catarina|4202008|Balneário Camboriú|-26.99181861|-48.63461748|120926|0|140036|04|Vale do Itajaí|013|Itajaí
S|Sul|SC|Santa Catarina|4202057|Balneário Barra do Sul|-26.45642957|-48.60664588|9330|0|14885|02|Norte Catarinense|008|Joinville
S|Sul|SC|Santa Catarina|4202073|Balneário Gaivota|-29.16452127|-49.59089378|9259|0|15353|06|Sul Catarinense|020|Araranguá
S|Sul|SC|Santa Catarina|4202081|Bandeirante|-26.7689379|-53.64104959|2865|0|3144|01|Oeste Catarinense|001|São Miguel do Oeste
S|Sul|SC|Santa Catarina|4202099|Barra Bonita|-26.6522936|-53.44130254|1842|0|1608|01|Oeste Catarinense|001|São Miguel do Oeste
S|Sul|SC|Santa Catarina|4202107|Barra Velha|-26.63436141|-48.68386427|24943|0|45633|04|Vale do Itajaí|013|Itajaí
S|Sul|SC|Santa Catarina|4202131|Bela Vista do Toldo|-26.27622828|-50.46478824|6191|0|5863|02|Norte Catarinense|006|Canoinhas
S|Sul|SC|Santa Catarina|4202156|Belmonte|-26.84458635|-53.58097723|2692|0|2703|01|Oeste Catarinense|001|São Miguel do Oeste
S|Sul|SC|Santa Catarina|4202206|Benedito Novo|-26.77750757|-49.36440275|10906|0|10484|04|Vale do Itajaí|012|Blumenau
S|Sul|SC|Santa Catarina|4202305|Biguaçu|-27.49432274|-48.65448893|62383|0|78623|05|Grande Florianópolis|016|Florianópolis
S|Sul|SC|Santa Catarina|4202404|Blumenau|-26.91610771|-49.05763088|329082|0|363340|04|Vale do Itajaí|012|Blumenau
S|Sul|SC|Santa Catarina|4202438|Bocaina do Sul|-27.74319831|-49.94589791|3393|0|3514|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4202453|Bombinhas|-27.1442547|-48.52134513|16311|0|24416|04|Vale do Itajaí|013|Itajaí
S|Sul|SC|Santa Catarina|4202503|Bom Jardim da Serra|-28.33794719|-49.62497775|4566|0|4362|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4202537|Bom Jesus|-26.73592344|-52.39301596|2721|0|2721|01|Oeste Catarinense|003|Xanxerê
S|Sul|SC|Santa Catarina|4202578|Bom Jesus do Oeste|-26.69181155|-53.09535028|2160|0|2182|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4202602|Bom Retiro|-27.798671|-49.48983377|9397|0|8698|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4202701|Botuverá|-27.20210686|-49.07848436|4785|0|5368|04|Vale do Itajaí|012|Blumenau
S|Sul|SC|Santa Catarina|4202800|Braço do Norte|-28.28003887|-49.16454771|30868|0|34113|06|Sul Catarinense|018|Tubarão
S|Sul|SC|Santa Catarina|4202859|Braço do Trombudo|-27.36425135|-49.89090794|3599|0|3954|04|Vale do Itajaí|011|Rio do Sul
S|Sul|SC|Santa Catarina|4202875|Brunópolis|-27.31836215|-50.83592077|2741|0|2488|03|Serrana|009|Curitibanos
S|Sul|SC|Santa Catarina|4202909|Brusque|-27.09831023|-48.91516301|116634|0|141676|04|Vale do Itajaí|012|Blumenau
S|Sul|SC|Santa Catarina|4203006|Caçador|-26.77534767|-51.01903476|74276|0|74105|01|Oeste Catarinense|004|Joaçaba
S|Sul|SC|Santa Catarina|4203105|Caibi|-27.07305393|-53.2505272|6274|0|6199|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4203154|Calmon|-26.60467718|-51.0966349|3416|0|3465|01|Oeste Catarinense|004|Joaçaba
S|Sul|SC|Santa Catarina|4203204|Camboriú|-27.0264565|-48.64999585|70068|0|112167|04|Vale do Itajaí|013|Itajaí
S|Sul|SC|Santa Catarina|4203253|Capão Alto|-27.94168528|-50.51147929|2711|0|2892|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4203303|Campo Alegre|-26.19065928|-49.26334448|11972|0|12318|02|Norte Catarinense|007|São Bento do Sul
S|Sul|SC|Santa Catarina|4203402|Campo Belo do Sul|-27.89665739|-50.76199375|7419|0|7345|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4203501|Campo Erê|-26.39455114|-53.09015517|9203|0|9562|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4203600|Campos Novos|-27.39905298|-51.22367299|34386|0|36976|03|Serrana|009|Curitibanos
S|Sul|SC|Santa Catarina|4203709|Canelinha|-27.27241479|-48.78927313|11286|0|12759|05|Grande Florianópolis|015|Tijucas
S|Sul|SC|Santa Catarina|4203808|Canoinhas|-26.17880701|-50.39784871|53969|0|54848|02|Norte Catarinense|006|Canoinhas
S|Sul|SC|Santa Catarina|4203907|Capinzal|-27.34427846|-51.61136276|21726|0|23184|01|Oeste Catarinense|004|Joaçaba
S|Sul|SC|Santa Catarina|4203956|Capivari de Baixo|-28.44904551|-48.96057507|23018|0|22873|06|Sul Catarinense|018|Tubarão
S|Sul|SC|Santa Catarina|4204004|Catanduvas|-27.07203522|-51.6589481|10112|0|10565|01|Oeste Catarinense|004|Joaçaba
S|Sul|SC|Santa Catarina|4204103|Caxambu do Sul|-27.16128178|-52.88047489|4208|0|4614|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4204152|Celso Ramos|-27.63473861|-51.33599382|2792|0|2802|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4204178|Cerro Negro|-27.79582807|-50.87006226|3472|0|3318|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4204194|Chapadão do Lageado|-27.58529825|-49.54432595|2871|0|2949|04|Vale do Itajaí|014|Ituporanga
S|Sul|SC|Santa Catarina|4204202|Chapecó|-27.10683702|-52.61703111|198188|0|251150|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4204251|Cocal do Sul|-28.60302287|-49.32712872|15860|0|17241|06|Sul Catarinense|019|Criciúma
S|Sul|SC|Santa Catarina|4204301|Concórdia|-27.23365878|-52.02397107|71499|0|81625|01|Oeste Catarinense|005|Concórdia
S|Sul|SC|Santa Catarina|4204350|Cordilheira Alta|-26.98508129|-52.60325127|4043|0|4735|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4204400|Coronel Freitas|-26.90325141|-52.70915146|10272|0|10303|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4204459|Coronel Martins|-26.5116376|-52.66969929|2520|0|2069|01|Oeste Catarinense|003|Xanxerê
S|Sul|SC|Santa Catarina|4204509|Corupá|-26.43196632|-49.226737|14716|0|15287|02|Norte Catarinense|008|Joinville
S|Sul|SC|Santa Catarina|4204558|Correia Pinto|-27.58480834|-50.36376055|14301|0|15720|03|Serrana|010|Campos de Lages
S|Sul|SC|Santa Catarina|4204608|Criciúma|-28.67357225|-49.36593956|202395|0|231088|06|Sul Catarinense|019|Criciúma
S|Sul|SC|Santa Catarina|4204707|Cunha Porã|-26.89172708|-53.17384557|10905|0|10904|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4204756|Cunhataí|-26.9731397|-53.09329049|1931|0|1757|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4204806|Curitibanos|-27.28298251|-50.58260104|38890|0|40289|03|Serrana|009|Curitibanos
S|Sul|SC|Santa Catarina|4204905|Descanso|-26.81787022|-53.50462887|8612|0|8559|01|Oeste Catarinense|001|São Miguel do Oeste
S|Sul|SC|Santa Catarina|4205001|Dionísio Cerqueira|-26.26648853|-53.63139512|15227|0|14989|01|Oeste Catarinense|001|São Miguel do Oeste
S|Sul|SC|Santa Catarina|4205100|Dona Emma|-26.98630061|-49.71689775|3912|0|4006|04|Vale do Itajaí|011|Rio do Sul
S|Sul|SC|Santa Catarina|4205159|Doutor Pedrinho|-26.72046096|-49.47929336|3828|0|3670|04|Vale do Itajaí|012|Blumenau
S|Sul|SC|Santa Catarina|4205175|Entre Rios|-26.7236211|-52.56253397|3118|0|3322|01|Oeste Catarinense|003|Xanxerê
S|Sul|SC|Santa Catarina|4205191|Ermo|-28.98508179|-49.64340498|2081|0|2270|06|Sul Catarinense|020|Araranguá
S|Sul|SC|Santa Catarina|4205209|Erval Velho|-27.27389548|-51.4434329|4448|0|4824|01|Oeste Catarinense|004|Joaçaba
S|Sul|SC|Santa Catarina|4205308|Faxinal dos Guedes|-26.85978672|-52.2714154|10797|0|10965|01|Oeste Catarinense|003|Xanxerê
S|Sul|SC|Santa Catarina|4205357|Flor do Sertão|-26.77943233|-53.34489144|1605|0|1784|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4205407|Florianópolis|-27.58779555|-48.54763738|453285|1|574200|05|Grande Florianópolis|016|Florianópolis
S|Sul|SC|Santa Catarina|4205431|Formosa do Sul|-26.64852338|-52.79345003|2603|0|2682|01|Oeste Catarinense|002|Chapecó
S|Sul|SC|Santa Catarina|4205456|Forquilhinha|-28.74241535|-49.46886105|24256|0|31692|06|Sul Catarinense|019|Criciúma
